Nat,Pokemon,TypeI,TypeII,AbilityI,AbilityII,HiddenAbility,Gender,EggGroupI,EggGroupII,Catch,Evolve,Form,GenII,GenIII,GenIV,GenV,GenVI,SunMoon,ORAS,SwSh,BDSP,SV
745,Midnight Lycanroc,Rock,,Keen Eye,Vital Spirit,No Guard,Neutral,Field,,90,Level 25 Night,Alt,,,,,,X,X,X,,X
745,Dusk Lycanroc,Rock,,Tough Claws,,,Neutral,Field,,90,"Own Tempo Level 25, 7-7:59pm",Alt,,,,,,X,X,X,,X
746,Wishiwashi,Water,,Schooling,,,Neutral,Water 2,,60,N,Base,,,,,,X,X,X,,
747,Mareanie,Poison,Water,Merciless,Limber,Regenerator,Neutral,Water 1,,190,,Base,,,,,,X,X,X,,X
748,Toxapex,Poison,Water,Merciless,Limber,Regenerator,Neutral,Water 1,,75,Level 38,Base,,,,,,X,X,X,,X
749,Mudbray,Ground,,Own Tempo,Stamina,Inner Focus,Neutral,Field,,190,,Base,,,,,,X,X,X,,X
750,Mudsdale,Ground,,Own Tempo,Stamina,Inner Focus,Neutral,Field,,60,Level 30,Base,,,,,,X,X,X,,X
751,Dewpider,Water,Bug,Water Bubble,,Water Absorb,Neutral,Water 1,Bug,200,,Base,,,,,,X,X,X,,
752,Araquanid,Water,Bug,Water Bubble,,Water Absorb,Neutral,Water 1,Bug,100,Level 22,Base,,,,,,X,X,X,,
753,Fomantis,Grass,,Leaf Guard,,Contrary,Neutral,Grass,,190,,Base,,,,,,X,X,X,,X
754,Lurantis,Grass,,Leaf Guard,,Contrary,Neutral,Grass,,75,"Level 34, Day",Base,,,,,,X,X,X,,X
755,Morelull,Grass,Fairy,Illuminate,Effect Spore,Rain Dish,Neutral,Grass,,190,,Base,,,,,,X,X,X,,
756,Shiinotic,Grass,Fairy,Illuminate,Effect Spore,Rain Dish,Neutral,Grass,,75,Level 24,Base,,,,,,X,X,X,,
757,Salandit,Poison,Fire,Corrosion,,Oblivious,M (87.5%),Monster,Dragon,120,,Base,,,,,,X,X,X,,X
758,Salazzle,Poison,Fire,Corrosion,,Oblivious,F (100%),Monster,Dragon,45,"Level 33, Female Only",Base,,,,,,X,X,X,,X
759,Stufful,Normal,Fighting,Fluffy,Klutz,Cute Charm,Neutral,Field,,140,,Base,,,,,,X,X,X,,
760,Bewear,Normal,Fighting,Fluffy,Klutz,Unnerve,Neutral,Field,,70,Level 27,Base,,,,,,X,X,X,,
761,Bounsweet,Grass,,Leaf Guard,Oblivious,Sweet Veil,F (100%),Grass,,235,,Base,,,,,,X,X,X,,X
762,Steenee,Grass,,Leaf Guard,Oblivious,Sweet Veil,F (100%),Grass,,120,Level 18,Base,,,,,,X,X,X,,X
763,Tsareena,Grass,,Leaf Guard,Queenly Majesty,Sweet Veil,F (100%),Grass,,45,"Level Up, knows Stomo",Base,,,,,,X,X,X,,X
764,Comfey,Fairy,,Flower Veil,Triage,Natural Cure,F (75%),Grass,,60,N,Base,,,,,,X,X,X,,
765,Oranguru,Normal,Psychic,Inner Focus,Telepathy,Symbiosis,Neutral,Field,,45,N,Base,,,,,,X,X,X,,X
766,Passimian,Fighting,,Receiver,,Defiant,Neutral,Field,,45,N,Base,,,,,,X,X,X,,X
767,Wimpod,Bug,Water,Wimp Out,,,Neutral,Bug,Water 3,90,,Base,,,,,,X,X,X,,
768,Golisopod,Bug,Water,Emergency Exit,,,Neutral,Bug,Water 3,45,Level 30,Base,,,,,,X,X,X,,
769,Sandygast,Ghost,Ground,Water Compaction,,Sand Veil,Neutral,Amorphous,,140,,Base,,,,,,X,X,X,,X
770,Palossand,Ghost,Ground,Water Compaction,,Sand Veil,Neutral,Amorphous,,60,Level 42,Base,,,,,,X,X,X,,X
771,Pyukumuku,Water,,Innards Out,,Unaware,Neutral,Water 1,,60,N,Base,,,,,,X,X,X,,
772,Type: Null,Normal,,Battle Armor,,,Neutral,-,,3,,Base,,,,,,X,X,X,,
773,Silvally,Normal,,RKS System,,,Neutral,-,,3,High Friendship,Base,,,,,,X,X,X,,
774,Minior,Rock,Flying,Shields Down,,,Neutral,Mineral,,30,N,Base,,,,,,X,X,,,
775,Komala,Normal,,Comatose,,,Neutral,Field,,45,N,Base,,,,,,X,X,,,X
776,Turtonator,Fire,Dragon,Shell Armor,,,Neutral,Monster,Dragon,70,N,Base,,,,,,X,X,X,,
777,Togedemaru,Electric,Steel,Iron Barbs,Lightning Rod,Sturdy,Neutral,Field,Fairy,180,N,Base,,,,,,X,X,X,,
778,Mimikyu,Ghost,Fairy,DIsguise,,,Neutral,Amorphous,,45,N,Base,,,,,,X,X,X,,X
779,Bruxish,Water,Psychic,Dazzling,Strong Jaw,Wonder Skin,Neutral,Water 2,,80,N,Base,,,,,,X,X,X,,X
780,Drampa,Normal,Dragon,Berserk,Sap Sipper,Cloud Nine,Neutral,Monster,Dragon,70,N,Base,,,,,,X,X,X,,
781,Dhelmise,Ghost,Grass,Steelworker,,,None,Mineral,,25,N,Base,,,,,,X,X,X,,
782,Jangmo-o,Dragon,Fighting,Bulletproof,Soundproof,Overcoat,Neutral,Dragon,,45,,Base,,,,,,X,X,X,,
783,Hakamo-o,Dragon,Fighting,Bulletproof,Soundproof,Overcoat,Neutral,Dragon,,45,Level 35,Base,,,,,,X,X,X,,
784,Kommo-o,Dragon,Fighting,Bulletproof,Soundproof,Overcoat,Neutral,Dragon,,45,Level 45,Base,,,,,,X,X,X,,
785,Tapu Koko,Electric,Fairy,Electric Surge,,Telepathy,None,-,,3,N,Base,,,,,,X,X,X,,
786,Tapu Lele,Psychic,Fairy,Psychic Surge,,Telepathy,None,-,,3,N,Base,,,,,,X,X,X,,
787,Tapu Bulu,Grass,Fairy,Grassy Surge,,Telepathy,None,-,,3,N,Base,,,,,,X,X,X,,
788,Tapu Fini,Water,Fairy,Misty Surge,,Telepathy,None,-,,3,N,Base,,,,,,X,X,X,,
789,Cosmog,Psychic,,Unaware,,,None,-,,45,,Base,,,,,,X,X,X,,
790,Cosmoem,Psychic,,Sturdy,,,None,-,,45,Level 43,Base,,,,,,X,X,X,,
791,Solgaleo,Psychic,Steel,Full Metal Body,,,None,-,,45,"Level 53 (Sun, U-Sun, Sword)",Base,,,,,,X,X,X,,
792,Lunala,Psychic,Ghost,Shadow Shield,,,None,-,,45,"Level 53 (Moon, U-Moon, Shield)",Base,,,,,,X,X,X,,
793,Nihilego,Rock,Poison,Beast Boost,,,None,-,,45,N,Base,,,,,,X,X,X,,
794,Buzzwole,Bug,Fighting,Beast Boost,,,None,-,,45,N,Base,,,,,,X,X,X,,
795,Pheromosa,Bug,Fighting,Beast Boost,,,None,-,,45,N,Base,,,,,,X,X,X,,
796,Xurkitree,Electric,,Beast Boost,,,None,-,,45,N,Base,,,,,,X,X,X,,
797,Celesteela,Steel,Flying,Beast Boost,,,None,-,,45,N,Base,,,,,,X,X,X,,
798,Kartana,Grass,Steel,Beast Boost,,,None,-,,45,N,Base,,,,,,X,X,X,,
799,Guzzlord,Dragon,Dark,Beast Boost,,,None,-,,45,N,Base,,,,,,X,X,X,,
800,Necrozma,Psychic,,Prisim Armor,,,None,-,,255,N,Base,,,,,,X,X,X,,
801,Magearna,Steel,Fairy,Soul Heart,,,None,-,,3,N,Base,,,,,,X,X,X,,
802,Marshadow,Fighting,Ghost,Technician,,,None,-,,3,N,Base,,,,,,X,X,X,,
803,Poipole,Poison,,Beast Boost,,,None,-,,45,,Base,,,,,,X,X,X,,
804,Naganadel,Poison,Dragon,Beast Boost,,,None,-,,45,"Level Up, Knows Dragon Pulse",Base,,,,,,X,X,X,,
805,Stakataka,Rock,Steel,Beast Boost,,,None,-,,30,N,Base,,,,,,X,X,X,,
806,Blacephalon,Fire,Ghost,Beast Boost,,,None,-,,30,N,Base,,,,,,X,X,X,,
807,Zerora,Electric,,Volt Absorb,,,None,-,,3,N,Base,,,,,,X,X,X,,
808,Meltan,Steel,,Magnet Pull,,,None,-,,3,,Base,,,,,,,,X,,
809,Melmetal,Steel,,Iron Fist,,,None,-,,3,400 Meltan Candy (GO Only),Base,,,,,,,,X,,
810,Grookey,Grass,,Overgrow,,Grassy Surge,M (87.5%),Field,Grass,45,,Base,,,,,,,,X,,X
811,Thwackey,Grass,,Overgrow,,Grassy Surge,M (87.5%),Field,Grass,45,Level 16,Base,,,,,,,,X,,X
812,Rillaboom,Grass,,Overgrow,,Grassy Surge,M (87.5%),Field,Grass,45,Level 35,Base,,,,,,,,X,,X
813,Scorbunny,Fire,,Blaze,,Libero,M (87.5%),Field,Human-like,45,,Base,,,,,,,,X,,X
814,Raboot,Fire,,Blaze,,Libero,M (87.5%),Field,Human-like,45,Level 16,Base,,,,,,,,X,,X
815,Cinderace,Fire,,Blaze,,Libero,M (87.5%),Field,Human-like,45,Level 35,Base,,,,,,,,X,,X
816,Sobble,Water,,Torrent,,Sniper,M (87.5%),Water 1,Field,45,,Base,,,,,,,,X,,X
817,Drizzile,Water,,Torrent,,Sniper,M (87.5%),Water 1,Field,45,Level 16,Base,,,,,,,,X,,X
818,Inteleon,Water,,Torrent,,Sniper,M (87.5%),Water 1,Field,45,Level 35,Base,,,,,,,,X,,X
819,Skwovet,Normal,,Cheek Pouch,,Gluttony,Neutral,Field,,255,,Base,,,,,,,,X,,X
820,Greedent,Normal,,Cheek Pouch,,Gluttony,Neutral,Field,,90,Level 24,Base,,,,,,,,X,,X
821,Rookidee,Flying,,Keen Eye,Unnerve,Big Pecks,Neutral,Flying,,255,,Base,,,,,,,,X,,X
822,Corvisquire,Flying,,Keen Eye,Unnerve,Big Pecks,Neutral,Flying,,120,Level 18,Base,,,,,,,,X,,X
823,Corviknight,Flying,Steel,Pressure,Unnerve,Mirror Armor,Neutral,Flying,,45,Level 38,Base,,,,,,,,X,,X
824,Blipibug,Bug,,Swarm,Compound Eyes,Telepathy,Neutral,Bug,,255,,Base,,,,,,,,X,,
825,Dottler,Bug,,Swarm,Compound Eyes,Telepathy,Neutral,Bug,,120,Level 10,Base,,,,,,,,X,,
826,Orbeetle,Bug,Psychic,Swarm,Frisk,Telepathy,Neutral,Bug,,45,Level 30,Base,,,,,,,,X,,
827,Nickit,Dark,,Run Away,Unburden,Stakeout,Neutral,Field,,255,,Base,,,,,,,,X,,
828,Theivul,Dark,,Run Away,Unburden,Stakeout,Neutral,Field,,127,Level 18,Base,,,,,,,,X,,
829,Gossifleur,Grass,,Cotton Down,Regenerator,Effect Spore,Neutral,Grass,,190,,Base,,,,,,,,X,,
830,Eldegoss,Grass,,Cotton Down,Regenerator,Effect Spore,Neutral,Grass,,75,Level 20,Base,,,,,,,,X,,
831,Wooloo,Normal,,Fluffy,Run Away,Bulletproof,Neutral,Field,,255,,Base,,,,,,,,X,,
832,Dubwool,Normal,,Fluffy,Steadfast,Bulletproof,Neutral,Field,,127,Level 24,Base,,,,,,,,X,,
833,Chewtle,Water,,Strong Jaw,Shell Armor,Swift Swim,Neutral,Monster,Water 1,255,,Base,,,,,,,,X,,X
834,Drednaw,Water,Rock,Strong Jaw,Shell Armor,Swift Swim,Neutral,Monster,Water 1,75,Level 22,Base,,,,,,,,X,,X
835,Yamper,Electric,,Ball Fetch,,Rattled,Neutral,Field,,255,,Base,,,,,,,,X,,
836,Boltund,Electric,,Strong Jaw,,Competitive,Neutral,Field,,45,Level 25,Base,,,,,,,,X,,
837,Rolycoly,Rock,,Steam Engine,Heatproof,Flash Fire,Neutral,Mineral,,255,,Base,,,,,,,,X,,X
838,Carkol,Rock,Fire,Steam Engine,Flame Body,Flash Fire,Neutral,Mineral,,120,Level 18,Base,,,,,,,,X,,X
839,Coalossal,Rock,Fire,Steam Engine,Flame Body,Flash Fire,Neutral,Mineral,,45,Level 34,Base,,,,,,,,X,,X
840,Applin,Grass,Dragon,Ripen,Gluttony,Bulletproof,Neutral,Grass,Dragon,255,,Base,,,,,,,,X,,X
841,Flapple,Grass,Dragon,Ripen,Gluttony,Hustle,Neutral,Grass,Dragon,45,Tart Apple,Base,,,,,,,,X,,X
842,Appletun,Grass,Dragon,Ripen,Gluttony,Thick Fat,Neutral,Grass,Dragon,45,Sweet Apple,Base,,,,,,,,X,,X
843,Silicobra,Ground,,Sand Spit,Shed Skin,Sand Veil,Neutral,Field,Dragon,255,,Base,,,,,,,,X,,X
844,Sandaconda,Ground,,Sand Spit,Shed Skin,Sand Veil,Neutral,Field,Dragon,120,Level 36,Base,,,,,,,,X,,X
845,Cramorant,Flying,Water,Gulp Missile,,,Neutral,Water 1,Flying,45,N,Base,,,,,,,,X,,
846,Arrokuda,Water,,Swift Swim,,Propeller Tail,Neutral,Water 2,,255,,Base,,,,,,,,X,,X
847,Barraskewda,Water,,Swift Swim,,Propeller Tail,Neutral,Water 2,,60,Level 26,Base,,,,,,,,X,,X
848,Toxel,Electric,Poison,Rattled,Static,Klutz,Neutral,-,,75,,Base,,,,,,,,X,,X
849,Toxtricity A,Electric,Poison,Punk Rock,Plus,Flame Body,Neutral,Human-like,,45,"Level 30, Hardy, Brave, Adamant, Naughty, Docile, Impish, Lax, Hasty, Jolly, Naive, Rash, Sassy, or Quirky.",Base,,,,,,,,X,,X
849,Toxtricity Low,Poison,Electric,Punk Rock,Minus,Technician,Neutral,Human-Like,,45,"Level 30, Lonely, Bold, Relaxed, Timid, Serious, Modest, Mild, Quiet, Bashful, Calm, Gentle, or Careful.",Alt,,,,,,,,X,,X
850,Sizzlipede,Fire,Bug,Flash Fire,White Smoke,Flame Body,Neutral,Bug,,190,,Base,,,,,,,,X,,
851,Centiskorch,Fire,Bug,Flash Fire,White Smoke,Flame Body,Neutral,Bug,,75,Level 28,Base,,,,,,,,X,,
852,Clobbopus,Fighting,,Limber,,Technician,Neutral,Water 1,Human-like,180,,Base,,,,,,,,X,,
853,Grapploct,Fighting,,Limber,,Technician,Neutral,Water 1,Human-like,45,"Level Up, Knows Taunt",Base,,,,,,,,X,,
854,Sinistea,Ghost,,Weak Armor,,Cursed Body,None,Mineral,Amorphous,120,,Base,,,,,,,,X,,X
855,Polteageist,Ghost,,Weak Armor,,Cursed Body,None,Mineral,Amorphous,60,Cracked or Chipped Pot,Base,,,,,,,,X,,X
856,Hatenna,Psychic,,Healer,Anticipation,Magic Bounce,F (100%),Fairy,,235,,Base,,,,,,,,X,,X
857,Hattrem,Psychic,,Healer,Anticipation,Magic Bounce,F (100%),Fairy,,120,Level 32,Base,,,,,,,,X,,X
858,Hatterene,Psychic,Fairy,Healer,Anticipation,Magic Bounce,F (100%),Fairy,,45,Level 42,Base,,,,,,,,X,,X
859,Impidimp,Dark,Fairy,Prankster,Frisk,Pickpocket,M (100%),Fairy,Human-like,255,,Base,,,,,,,,X,,X
860,Morgrem,Dark,Fairy,Prankster,Frisk,Pickpocket,M (100%),Fairy,Human-like,120,Level 32,Base,,,,,,,,X,,X
861,Grimmsnarl,Dark,Fairy,Prankster,Frisk,Pickpocket,M (100%),Fairy,Human-like,45,Level 42,Base,,,,,,,,X,,X
862,Obstagoon,Dark,Normal,Reckless,Guts,Defiant,Neutral,Field,,45,"Level 35, Night",Base,,,,,,,,X,,
863,Perrserker,Steel,,Battle Armor,Tough Claws,Steely Spirit,Neutral,Field,,90,Level 28,Base,,,,,,,,X,,X
864,Cursola,Ghost,,Weak Armor,,Perish Body,F (75%),Water 1,Water 3,30,Level 38,Base,,,,,,,,X,,
865,Sirfetch'd,Fighting,,Steadfast,,Scrappy,Neutral,Flying,Field,45,Land 3 Criticals in a battle,Base,,,,,,,,X,,
866,Mr. Rime,Ice,Fairy,Tangled Feet,Screen Cleaner,Ice Body,Neutral,Human-like,,45,Level 42,Base,,,,,,,,X,,
867,Runerigus,Ground,Ghost,Wandering Spirit,,,Neutral,Mineral,Amorphous,90,"-49 HP w/out Faint, Dusty Bowl",Base,,,,,,,,X,,
868,Milcrey,Fairy,,Sweet Veil,,Aroma Veil,F (100%),Fairy,Amorphous,200,,Base,,,,,,,,X,,
869,Alcremie,Fairy,,Sweet Veil,,Aroma Veil,F (100%),Fairy,Amorphous,100,"Spin Time, Time of Day, Item Dependant",Base,,,,,,,,X,,
870,Falinks,Fighting,,Battle Armor,,Defiant,None,Fairy,Mineral,45,N,Base,,,,,,,,X,,X
871,Pinurchin,Electric,,Lightning Rod,,Electric Surge,Neutral,Water 1,Amorphous,75,N,Base,,,,,,,,X,,X
872,Snom,Ice,Bug,Shield Dust,,Ice Scales,Neutral,Bug,,190,,Base,,,,,,,,X,,X
873,Frosmoth,Ice,Bug,Shield Dust,,Ice Scales,Neutral,Bug,,75,"High Friendship, Night",Base,,,,,,,,X,,X
874,Stonjourner,Rock,,Power Spot,,,Neutral,Mineral,,60,N,Base,,,,,,,,X,,X
875,Eiscue,Ice,,Ice Face,,,Neutral,Water 1,Field,60,N,Base,,,,,,,,X,,X
876,M Indeedee,Psychic,,Inner Focus,Synchronize,Psychic Surge,M (100%),Fairy,,30,N,Base,,,,,,,,X,,X
876,F Indeedee,Psychic,Normal,Own Tempo,Synchronize,Psychic Surge,F (100%),Fairy,,30,N,Alt,,,,,,,,X,,X
877,Morpeko,Electric,Dark,Hunger Switch,,,Neutral,Field,Fairy,180,N,Base,,,,,,,,X,,
878,Cufant,Steel,,Sheer Force,,Heavy Metal,Neutral,Field,Mineral,190,,Base,,,,,,,,X,,X
879,Copperajah,Steel,,Sheer Force,,Heavy Metal,Neutral,Field,Mineral,90,Level 34,Base,,,,,,,,X,,X
880,Dracozolt,Electric,Dragon,Volt Absorb,Hustle,Sand Rush,None,-,,45,N,Base,,,,,,,,X,,
881,Arctozolt,Electric,Ice,Volt Absorb,Static,Slush Rush,None,-,,45,N,Base,,,,,,,,X,,
882,Dracovish,Water,Dragon,Water Absorb,Strong Jaw,Sand Rush,None,-,,45,N,Base,,,,,,,,X,,
883,Arctovish,Water,Ice,Water Absorb,Ice Body,Slush Rush,None,-,,45,N,Base,,,,,,,,X,,
884,Duraludon,Steel,Dragon,Light Metal,Heavy Metal,Stalwart,Neutral,Mineral,Dragon,45,N,Base,,,,,,,,X,,
885,Dreepy,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,Neutral,Amorphous,Dragon,45,,Base,,,,,,,,X,,X
886,Drakloak,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,Neutral,Amorphous,Dragon,45,Level 50,Base,,,,,,,,X,,X
887,Dragapult,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,Neutral,Amorphous,Dragon,45,Level 60,Base,,,,,,,,X,,X
888,Zacian (H),Fairy,,Intrepid Sword,,,None,-,,10,N,Base,,,,,,,,X,,X
889,Zamazenta (H),Fighting,,Dauntless Shield,,,None,-,,10,N,Base,,,,,,,,X,,X
890,Eternatus,Poison,Dragon,Pressure,,,None,-,,255,N,Base,,,,,,,,X,,X
891,Kubfu,Fighting,,Inner Focus,,,M (87.5%),-,,3,,Base,,,,,,,,X,,X
892,Urshifu SS,Fighting,Dark,Unseen Fist,,,M (87.5%),-,,3,"Level 30, Darkness Scroll",Base,,,,,,,,X,,X
893,Zarude,Grass,,Leaf Guard,,,None,-,,3,N,Base,,,,,,,,X,,X
894,Regieleki,Electric,,Transistor,,,None,-,,3,N,Base,,,,,,,,X,,X
895,Regidrago,Dragon,,Dragon's Maw,,,None,-,,3,N,Base,,,,,,,,X,,X
896,Glastrier,Ice,,Chilling Neigh,,,None,-,,3,N,Base,,,,,,,,X,,X
897,Spectrier,Ghost,,Grim Neigh,,,None,-,,3,N,Base,,,,,,,,X,,X
898,Calyrex,Grass,Psychic,Unnerve,,,None,-,,3,N,Base,,,,,,,,X,,X
899,Wyrdeer,Normal,Psychic,Intimidate,Frisk,Sap Sipper,Neutral,Field,,?,Agile Psyshield Bash x20,Base,,,,,,,,,,X
900,Kleavor,Bug,Rock,Swarm,Sheer Force,Sharpness,Neutral,Bug,,?,Black Augerite,Base,,,,,,,,,,X
901,Ursaluna,Normal,Ground,Guts,Bulletproof,Unnerve,Neutral,Field,,?,"Peat Block, Full Moon",Base,,,,,,,,,,X
902,MBasculegion,Water,Ghost,Rattled,Adaptability,Mold Breaker,M (100%),Water 2,,?,"M, Recoil 294 HP w/out Faint",Base,,,,,,,,,,X
903,Sneasler,Poison,Fighting,Pressure,,Poison Touch,Neutral,Field,,?,Razor Claw during the Day,Base,,,,,,,,,,X
904,Overqwil,Poison,Dark,Poison Point,Swift Swim,Intimidate,Neutral,Water 2,,?,Strong Barb Barrage x20,Base,,,,,,,,,,X
905,Enamorus,Fairy,Flying,Healer,,Contrary,F (100%),-,,?,N,Base,,,,,,,,,,X
906,Sprigatito,Grass,,Overgrow,,Protean,M (87.5%),Field,Grass,45,,Base,,,,,,,,,,X
907,Floragato,Grass,,Overgrow,,Protean,M (87.5%),Field,Grass,45,Level 16,Base,,,,,,,,,,X
908,Meowscarada,Grass,Dark,Overgrow,,Protean,M (87.5%),Field,Grass,45,Level 36,Base,,,,,,,,,,X
909,Fuecoco,Fire,,Blaze,,Unaware,M (87.5%),Field,,45,,Base,,,,,,,,,,X
910,Crocalor,Fire,,Blaze,,Unaware,M (87.5%),Field,,45,Level 16,Base,,,,,,,,,,X
911,Skeledirge,Fire,Ghost,Blaze,,Unaware,M (87.5%),Field,,45,Level 36,Base,,,,,,,,,,X
912,Quaxly,Water,,Torrent,,Moxie,M (87.5%),Flying,Water 1,45,,Base,,,,,,,,,,X
913,Quaxwell,Water,,Torrent,,Moxie,M (87.5%),Flying,Water 1,45,Level 16,Base,,,,,,,,,,X
914,Quaquaval,Water,Fighting,Torrent,,Moxie,M (87.5%),Flying,Water 1,45,Level 36,Base,,,,,,,,,,X
915,Lechonk,Normal,,Aroma Veil,Gluttony,Thick Fat,Neutral,Field,,255,,Base,,,,,,,,,,X
916,Oinkologne-M,Normal,,Lingering Aroma,Gluttony,Thick Fat,M (100%),Field,,100,"Level 18, Male",Base,,,,,,,,,,X
917,Tarountula,Bug,,Insomnia,,Stakeout,Neutral,Bug,,255,,Base,,,,,,,,,,X
918,Spidops,Bug,,Insomnia,,Stakeout,Neutral,Bug,,120,Level 15,Base,,,,,,,,,,X
919,Nymble,Bug,,Swarm,,Tinted Lens,Neutral,Bug,,190,,Base,,,,,,,,,,X
920,Lokix,Bug,Dark,Swarm,,Tinted Lens,Neutral,Bug,,30,Level 24,Base,,,,,,,,,,X
921,Pawmi,Electric,,Static,Natural Cure,Iron Fist,Neutral,Field,,190,,Base,,,,,,,,,,X
922,Pawmot,Electric,Fighting,Volt Absorb,Natural Cure,Iron Fist,Neutral,Field,,80,Level 18,Base,,,,,,,,,,X
923,Pawmot,Electric,Fighting,Volt Absorb,Natural Cure,Iron Fist,Neutral,Field,,45,"Let's Go, 1000 Steps",Base,,,,,,,,,,X
924,Tandemaus,Normal,,Run Away,Pickup,Own Tempo,None,Field,Fairy,150,,Base,,,,,,,,,,X
925,Maushold,Normal,,Friend Huard,Cheek Pouch,Technician,None,Field,Fairy,75,Level 25,Base,,,,,,,,,,X
926,Fidough,Fairy,,Own Tempo,,Klutz,Neutral,Field,Mineral,190,,Base,,,,,,,,,,X
927,Dashbun,Fairy,,Well-Baked Body,,Aroma Veil,Neutral,Field,Mineral,90,Level 26,Base,,,,,,,,,,X
928,Smoliv,Grass,Normal,Early Bird,,Harvest,Neutral,Grass,,255,,Base,,,,,,,,,,X
929,Dolliv,Grass,Normal,Early Bird,,Harvest,Neutral,Grass,,120,Level 25,Base,,,,,,,,,,X
930,Arboliva,Grass,Normal,Seed Sower,,Harvest,Neutral,Grass,,45,Level 35,Base,,,,,,,,,,X
931,Squawkabilly,Normal,Flying,Intimidate,Hustle,Sheer Force,Neutral,Flying,,190,N,Base,,,,,,,,,,X
932,Nacli,Rock,,Purifying Salt,Sturdy,Clear Body,Neutral,Mineral,,255,,Base,,,,,,,,,,X
933,Naclstack,Rock,,Purifying Salt,Sturdy,Clear Body,Neutral,Mineral,,120,Level 24,Base,,,,,,,,,,X
934,Gargancl,Rock,,Purifying Salt,Sturdy,Clear Body,Neutral,Mineral,,45,Level 38,Base,,,,,,,,,,X
935,Charcadet,Fire,,Flash Fire,,Flame Body,Neutral,Human-Like,,90,,Base,,,,,,,,,,X
936,Armarouge,Fire,Psychic,Flash Fire,,Flame Body,Neutral,Human-Like,,25,Auspicious Armor,Base,,,,,,,,,,X
937,Ceruledge,Fire,Ghost,Flash Fire,,Flame Body,Neutral,Human-Like,,25,Malicious Armor,Base,,,,,,,,,,X
938,Tadbulb,Electric,,Own Tempo,Static,Damp,Neutral,Water 1,,190,,Base,,,,,,,,,,X
939,Bellibolt,Electric,,Electromorphosis,Static,Damp,Neutral,Water 1,,50,Thunder Stone,Base,,,,,,,,,,X
940,Wattrel,Flying,Electric,Wind Power,Volt Absorb,Competitive,Neutral,Water 1,Flying,180,,Base,,,,,,,,,,X
941,Kilowattrel,Flying,Electric,Wind Power,Volt Absorb,Competitive,Neutral,Water 1,Flying,90,Level 25,Base,,,,,,,,,,X
942,Maschiff,Dark,,Intimidate,Run Away,Stakeout,Neutral,Field,,150,,Base,,,,,,,,,,X
943,Mabosstiff,Dark,,Intimidate,Guard Dog,Stakeout,Neutral,Field,,75,Level 30,Base,,,,,,,,,,X
944,Shroodle,Poison,Normal,Unburden,Pickpocket,Prankster,Neutral,Field,,190,,Base,,,,,,,,,,X
945,Grafaiai,Poison,Normal,Unburden,Pickpocket,Prankster,Neutral,Field,,90,Level 28,Base,,,,,,,,,,X
946,Bramblin,Grass,Ghost,Wind Rider,,Infiltrator,Neutral,Grass,,190,,Base,,,,,,,,,,X
947,Brambleghast,Grass,Ghost,Wind Rider,,Infiltrator,Neutral,Grass,,45,"Let's Go, 1000 Steps",Base,,,,,,,,,,X
948,Toedscool,Grass,Ground,Mycelium Might,,,Neutral,Grass,,190,,Base,,,,,,,,,,X
949,Toedscruel,Grass,Ground,Mycelium Might,,,Neutral,Grass,,90,Level 30,Base,,,,,,,,,,X
950,Klawf,Rock,,Anger Shell,Shell Armor,Regenerator,Neutral,Water 3,,120,N,Base,,,,,,,,,,X
951,Capsakid,Grass,Fire,Chlorophyll,Insomnia,Klutz,Neutral,Grass,,190,,Base,,,,,,,,,,X
952,Scovillain,Grass,Fire,Chlorophyll,Insomnia,Moody,Neutral,Grass,,75,Fire Stone,Base,,,,,,,,,,X
953,Rellor,Bug,,Compound Eyes,,Shed Skin,Neutral,Bug,,190,,Base,,,,,,,,,,X
954,Rabsca,Bug,Psychic,Synchronize,,Telepathy,Neutral,Bug,,45,"Level, Let's Go 1000 Steps",Base,,,,,,,,,,X
955,Flittle,Psychic,,Anticipation,Frisk,Speed Boost,Neutral,Flying,,120,,Base,,,,,,,,,,X
956,Espathra,Psychic,,Opportunist,Frisk,Speed Boost,Neutral,Flying,,60,Level 35,Base,,,,,,,,,,X
957,Tinkatink,Fairy,Steel,Mold Breaker,Own Tempo,Pickpocket,F (100%),Fairy,,190,,Base,,,,,,,,,,X
958,Tinkatuff,Fairy,Steel,Mold Breaker,Own Tempo,Pickpocket,F (100%),Fairy,,90,Level 24,Base,,,,,,,,,,X
959,Tinkaton,Fairy,Steel,Mold Breaker,Own Tempo,Pickpocket,F (100%),Fairy,,45,Level 38,Base,,,,,,,,,,X
960,Wiglett,Water,,Gooey,Rattled,Sand Veil,Neutral,Water 3,,255,,Base,,,,,,,,,,X
961,Wugtrio,Water,,Gooey,Rattled,Sand Veil,Neutral,Water 3,,50,Level 26,Base,,,,,,,,,,X
962,Bombirdier,Flying,Dark,Big Pecks,Keen Eye,Rocky Payload,Neutral,Flying,,25,N,Base,,,,,,,,,,X
963,Finizen,Water,,Water Veil,,,Neutral,Field,Water 2,200,,Base,,,,,,,,,,X
964,Palafin,Water,,Zero to Hero,,,Neutral,Field,Water 2,45,"Level 38, Multiplayer",Base,,,,,,,,,,X
